"AnnoA","CorsoTIPO","ClasseNUMERO","ClasseNOME","DiplomaTipo","Sesso","nImm"
"2022/2023","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo linguistico","M",365
"2022/2023","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo musicale e coreutico","M",4
"2022/2023","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo scientifico","M",169
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Altro diploma","F",313
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione professionale","F",445
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione tecnica","F",788
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo artistico","F",82
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo classico","F",1274
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo delle scienze umane","F",777
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo linguistico","F",642
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo musicale e coreutico","F",4
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo scientifico","F",3665
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Altro diploma","M",119
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione professionale","M",244
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione tecnica","M",552
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo artistico","M",15
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo classico","M",302
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo delle scienze umane","M",89
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo linguistico","M",91
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo musicale e coreutico","M",4
"2022/2023","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo scientifico","M",1800
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Altro diploma","F",442
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione professionale","F",408
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione tecnica","F",1312
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo artistico","F",59
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo classico","F",288
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo delle scienze umane","F",737
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo linguistico","F",486
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo musicale e coreutico","F",7
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo scientifico","F",529
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Altro diploma","M",350
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione professionale","M",348
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione tecnica","M",1586
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo artistico","M",22
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo classico","M",140
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo delle scienze umane","M",164
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo linguistico","M",111
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo musicale e coreutico","M",5
"2022/2023","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo scientifico","M",728
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Altro diploma","F",115
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione professionale","F",271
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione tecnica","F",482
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo artistico","F",19
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo classico","F",40
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo delle scienze umane","F",85
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo linguistico","F",356
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo musicale e coreutico","F",1
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo scientifico","F",69
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Altro diploma","M",54
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione professionale","M",119
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione tecnica","M",177
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo artistico","M",7
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo classico","M",19
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo delle scienze umane","M",27
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo linguistico","M",77
"2022/2023","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo scientifico","M",50
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Altro diploma","F",123
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione professionale","F",81
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione tecnica","F",253
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo artistico","F",9
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo classico","F",72
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo delle scienze umane","F",187
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo linguistico","F",105
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo musicale e coreutico","F",4
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo scientifico","F",130
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Altro diploma","M",91
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione professionale","M",66
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione tecnica","M",271
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo artistico","M",2
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo classico","M",46
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo delle scienze umane","M",56
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo linguistico","M",49
"2022/2023","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo scientifico","M",165
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Altro diploma","F",202
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione professionale","F",30
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione tecnica","F",235
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo artistico","F",230
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo classico","F",221
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo delle scienze umane","F",54
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo linguistico","F",125
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo musicale e coreutico","F",2
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo scientifico","F",618
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Altro diploma","M",142
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione professionale","M",20
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione tecnica","M",320
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo artistico","M",122
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo classico","M",40
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo delle scienze umane","M",13
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo linguistico","M",23
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo musicale e coreutico","M",2
"2022/2023","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo scientifico","M",372
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Altro diploma","F",1622
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione professionale","F",1226
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione tecnica","F",4792
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo artistico","F",123
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo classico","F",1515
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo delle scienze umane","F",1128
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo linguistico","F",1787
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo musicale e coreutico","F",14
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo scientifico","F",3800
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Altro diploma","M",1847
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione professionale","M",1187
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione tecnica","M",6505
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo artistico","M",61
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo classico","M",1214
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo delle scienze umane","M",707
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo linguistico","M",659
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo musicale e coreutico","M",11
"2022/2023","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo scientifico","M",8308
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Altro diploma","F",742
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Diploma di istruzione professionale","F",2054
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Diploma di istruzione tecnica","F",1713
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo artistico","F",298
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo classico","F",512
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo delle scienze umane","F",4385
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo linguistico","F",907
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo musicale e coreutico","F",46
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo scientifico","F",1176
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Altro diploma","M",72
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Diploma di istruzione professionale","M",159
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Diploma di istruzione tecnica","M",247
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo artistico","M",15
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo classico","M",32
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo delle scienze umane","M",164
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo linguistico","M",32
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo musicale e coreutico","M",3
"2022/2023","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo scientifico","M",123
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Altro diploma","F",574
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Diploma di istruzione professionale","F",629
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Diploma di istruzione tecnica","F",1513
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo artistico","F",335
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo classico","F",885
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo delle scienze umane","F",1594
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo linguistico","F",2071
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo musicale e coreutico","F",23
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo scientifico","F",1140
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Altro diploma","M",321
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Diploma di istruzione professionale","M",367
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Diploma di istruzione tecnica","M",1104
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo artistico","M",79
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo classico","M",272
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo delle scienze umane","M",323
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo linguistico","M",431
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo musicale e coreutico","M",6
"2022/2023","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo scientifico","M",831
"2022/2023","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Altro diploma","F",32
"2022/2023","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Diploma di istruzione professionale","F",8
"2022/2023","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Diploma di istruzione tecnica","F",61
"2022/2023","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo artistico","F",50
"2022/2023","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo classico","F",13
"2022/2023","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo delle scienze umane","F",20
